場所名稱,場所縣市,場所區域,場所地址,場所分類,場所類型,其他類型,場所描述,AED放置地點,AED地點描述,地點LAT,地點LNG,全年全天開放大眾使用,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,開放時間緊急連絡電話
銀座廿一商業大樓A區,桃園市,中壢區,中山路100號,購物場所,商場,,位於光南大批發中壢中山店側，本大樓A區大廳門口處,桃園市中壢區中山路100號,本大樓A區大廳門口處,24.955841,121.226104,X,00:00,00:00,00:00,00:00,00:00,00:00,24小時皆可使用,03-4258035
世正經貿大樓,台北市,南港區,經貿二路66號,其他,其他場所,辦公大樓,,服務台,2樓服務台旁,25.057065,121.616403,X,00:00,23:59,00:00,23:59,00:00,23:59,全日開放,02-2654-9101#348
第一商業銀行樹林分行,新北市,樹林區,中山路1段27-7號1樓、27-8號1樓,其他,其他場所,銀行,,大門進入左側,大門進入左側,24.993095,121.424535,X,09:00,15:30,,,,,,02-6637-0555
第一商業銀行中和分行,新北市,中和區,中山路二段152號,其他,其他場所,銀行,,大門進入右側書報夾旁,大門進入右側書報夾旁,25.003045,121.501618,X,09:00,15:30,,,,,,02-2249-5011
台中萬楓酒店Fairfield by Marriott Taichung,台中市,西屯區,環中路二段1155號,旅宿場所,旅館,,,大廳,大廳櫃台右側走道,24.182042,120.636215,,00:00,23:59,00:00,23:59,00:00,23:59,全年開放,04-3606-5188
國立臺東大學臺東校區行政大樓,台東縣,台東市,中華路一段684號,學校、集會場所或特殊機構,大專院校,,,國立臺東大學臺東校區行政大樓,位國立臺東大學臺東校區行政大樓，一樓穿堂,22.749161,121.146964,,00:00,23:59,00:00,23:59,00:00,23:59,,089-517358
第一商業銀行敦化分行,台北市,大安區,敦化南路2段267號,其他,其他場所,銀行,,大門左側上二樓樓梯旁,大門左側上二樓樓梯旁,25.02525,121.549142,X,09:00,15:30,,,,,,02-27362711
永豐餘消費品實業股份有限公司,台中市,清水區,海風里舊庄路258號,其他,其他場所,工廠,,抄造9號機控制室,"員工餐廳前 
加工袖珍線會議室 
抄造一組控制室
抄造一組控制室",24.297592,120.631681,,00:00,23:59,00:00,23:59,00:00,23:59,,04-25201200*405
柯達大飯店台北一店,台北市,中山區,中山北路二段11巷1號,其他,其他場所,飯店,,一樓商務中心內,放置於一樓商務中心內,25.052813,121.523346,X,00:00,23:59,00:00,23:59,00:00,23:59,備註:全日開放,02-25422222
第一商業銀行連城分行,新北市,中和區,連城路258號,其他,其他場所,銀行,,大門進入左側書報架旁,大門進入左側書報架旁,24.996549,121.486917,X,09:00,15:30,,,,,,02-8227-2111
東部汽車股份有限公司,花蓮縣,吉安鄉,中央路3段500號,其他,其他場所,汽車保養廠,,客休室,客休室,23.987256,121.588296,X,08:30,17:30,08:30,17:30,08:30,17:30,,03-8571661  #308
臺中市太平區戶政事務所,台中市,太平區,大源路2-18號,其他,其他場所,公務機關,,一樓大廳,民眾等待區,24.146738,120.72558,X,08:00,17:30,,,,,,04-23936767
棒棒積木飯店(積木館),嘉義縣,太保市,太子大道223號,旅宿場所,飯店,,南臺灣首座以積木為主題，兼具人文生態特色的渡假飯店，座落於嘉義縣太保市，步行故宮南院只需2分鐘，走訪歷史的軌跡，飯店提供家庭住宿與餐飲服務，備有兒童積木遊戲室、兒童專屬汽車跑道、鯨奇樂園..等等。客房內展出數百件大師級積木作品，還有百幅互動式發光積木走廊，來訪旅客享有百坪積木體驗區，讓您可以自己創造獨特積木與休閒娛樂的空間，我們針對工業園區、公司行號、洽公旅客提供多功能賀采宴會廳，可舉辦團體會議，社團餐會及多種樣態活動。   棒棒積木飯店絕對適合家庭親子一起出遊、渡假商務的住宿首選。,飯店大廳入口左方,AED放置地點位於飯店入口處左方，自助Checkin機檯旁。,23.468561,120.293686,X,00:00,23:59,00:00,23:59,00:00,23:59,全日開放,05-3623223
嘉義縣立義竹鄉義竹國民中學,嘉義縣,義竹鄉,嘉義縣義竹鄉岸腳村59-2號,學校、集會場所或特殊機構,國中,,,活動中心,走廊南側辦公室附近,23.341992,120.250461,X,08:00,17:00,,,,,,928790399
義力營造-斗南工務所,雲林縣,斗南鎮,延平北路111-1號,其他,其他場所,營造業,台1線虎尾溪橋改建工程 (斗南精米工廠旁),斗南會議室,斗南工務所會議室,23.710575,120.48308,X,08:00,17:00,08:00,17:00,08:00,17:00,,05-5954008
第一商業銀行草屯分行,南投縣,草屯鎮,太平路二段256號,其他,其他場所,銀行,,大門進入左側、血壓機旁邊,大門進入左側、血壓機旁邊,23.976599,120.68403,X,09:00,15:30,,,,,,049-2338181
狂潮健身事業有限公司,台北市,信義區,信義路四段456號B1,學校、集會場所或特殊機構,健身房,,,櫃台,櫃台,25.03288,121.558182,X,08:00,23:00,08:00,23:00,08:00,23:00,,910393415
國立澎湖高級海事水產職業學校,澎湖縣,馬公市,民族路63號,學校、集會場所或特殊機構,高中職,,,莊敬樓1樓 健康中心-外走廊,莊敬樓1樓 健康中心-外走廊,23.570301,119.565336,X,00:00,23:59,00:00,23:59,00:00,23:59,全天開放,06-9261101
香港商世界健身事業有限公司烏日分公司,台中市,烏日區,光日路52號,學校、集會場所或特殊機構,健身房,,WorldgymJ烏日店,客服櫃台,面向客服櫃台左手邊,24.103367,120.624649,X,06:00,00:00,06:00,00:00,06:00,00:00,,04-2338-8822
中部汽車股份有限公司太平服務廠,台中市,太平區,太平里太平路741號,其他,其他場所,汽車修配廠,,客休室,toyota汽車,24.127667,120.709056,X,08:30,17:30,08:30,17:30,08:30,17:30,週一至週日08：30-17：30,04-22700750
財團法人台灣省私立嘉義濟美仁愛之家,嘉義市,東區,嘉義市東區圳頭里盧義路361號,其他,其他場所,長照機構,,濟美仁愛之家養護區1F,位於養護區護理站一樓大廳,23.493189,120.483285,X,00:00,23:59,00:00,23:59,00:00,23:59,,05-2766130
臺中市龍井區龍山國民小學,台中市,龍井區,山腳里中山一路一段6號,交通要衝,機場,,,警衛室,龍山街警衛室外牆(東側),24.213445,120.550625,X,06:00,22:00,06:00,22:00,06:00,22:00,,921244355
國立高雄科技大學(楠梓校區),高雄市,楠梓區,高雄市楠梓區海專路142號,學校、集會場所或特殊機構,大專院校,,國立高雄科技大學(楠梓校區)衛生保健組外面,國立高雄科技大學(楠梓校區)衛生保健組外面,國立高雄科技大學(楠梓校區)衛生保健組外面一樓,22.724741,120.314622,X,00:00,23:59,00:00,23:59,00:00,23:59,,24小時
國立高雄科技大學燕巢校區,高雄市,燕巢區,深中路58號,學校、集會場所或特殊機構,大專院校,,高科大燕巢校區,燕巢校區多功能球場,多功能球場(藤雄管),22.77264,120.398409,X,00:00,00:00,00:00,00:00,00:00,00:00,24小時開放,07-3814526#12668
高雄市政府環境保護局中區資源回收廠回饋設施游泳館,高雄市,三民區,大裕路333號,其他,其他場所,游泳館,,游泳館裡面,醫務室前,22.661559,120.327434,X,05:30,21:30,05:30,21:30,05:30,21:30,星期一、星期四公休,07-3103043
香港商世界健身事業有限公司基隆分公司,基隆市,信義區,信一路92號,學校、集會場所或特殊機構,健身房,,,健身中心,4樓往戶外訓練區門旁,25.128555,121.751219,X,06:00,00:00,06:00,00:00,06:00,00:00,,02-24272333
臺北市私立開平餐飲職業學校,台北市,大安區,復興南路二段148巷24號,學校、集會場所或特殊機構,高中職,,開平是一所實踐人文精神的國際知名餐飲專業學校，以培育餐飲人才、提升餐飲文化為宗旨。,校本部1樓,1樓中庭後勤處辦公室外,25.028796,121.542081,X,08:00,21:00,09:00,17:00,,,,02-27556939
香港商世界健身事業有限公司高雄和平分公司,高雄市,苓雅區,和平一路218號,學校、集會場所或特殊機構,健身房,,,大統百貨和平店10樓,飲料販賣機旁,22.630899,120.317875,X,06:00,00:00,06:00,00:00,06:00,00:00,,07-222-3222
萬洲化學股份有限公司,桃園市,楊梅區,民富路二段199巷12號,其他,其他場所,化學工廠,,楊梅三廠(現場休息室),楊梅三廠(現場休息室),24.924466,121.110406,X,00:00,23:59,00:00,23:59,00:00,23:59,全天開放,34723111
新北市康橋國際學校林口校區,新北市,林口區,興林路55號,學校、集會場所或特殊機構,高中職,,,中學部教學樓1 樓川堂,中學部教學樓1 樓川堂,25.074191,121.389924,X,08:00,21:00,,,,,,02-85128228
桃園市平鎮區福林里辦公處,桃園市,平鎮區,東豐路326號,其他,其他場所,集會所,,福林里辦公室門外,福林里辦公室門外,24.901507,121.21821,X,09:00,17:00,09:00,17:00,09:00,17:00,,03-4195807
行政院新莊聯合辦公大樓,新北市,新莊區,中平路439號,其他,其他場所,辦公大樓,本大樓為合署辦公大樓， 2014年1月28日正式啟用，計有文化部、勞動部職業安全衛生署、勞動部勞動力發展署、勞動部勞動力發展署北基宜花金馬分署、勞動部勞工保險局新北市辦事處、勞動部電話服務中心、客家委員會、原住民族委員會、法務部行政執行署新北分署、國家發展委員會檔案管理局、內政部營建署下水道工程處、財政部北區國稅局新莊稽徵所(以上依南北棟及樓層高低位置排序)共 12個機關(單位)進駐為民服務。,北棟1樓大廳郵局旁,北棟1樓大廳郵局旁,25.056843,121.44357,X,08:00,19:00,,,,,,02-85227092
萬洲化學股份有限公司,桃園市,楊梅區,民富路二段199巷15號,其他,其他場所,化學工廠,,特化廠A515,特化廠A515,24.924412,121.110584,X,06:00,00:00,06:00,00:00,06:00,00:00,全天開放,03-4723111#3858
新竹市私立延平幼兒園,新竹市,香山區,延平路二段246號,其他,其他場所,幼兒園,新竹市私立延平幼兒園,幼兒園門口,新竹市私立延平幼兒園室內門口處,24.806715,120.936252,X,08:00,18:00,,,,,,03-5307868
臺北市藝文推廣處-城市舞台(前台),台北市,松山區,八德路三段25號,其他,其他場所,公家機關(藝文),,本處城市舞台前台處,放置於本處城市舞台前台處，為室內空間，利於設備維護。,25.048494,121.551495,X,,,,,,,設置地點為本館城市舞台前台空間，供來館欣賞演出節目之觀眾們緊急狀況時使用，平日不對外開放。春節及保養日休息。,02-25775931分機293
潤泰建設股份有限公司(CITYLINK內湖店),台北市,內湖區,成功路四段188號1樓,購物場所,商場,,"CITYLINK為潤泰集團跨足經營購物商場的旗下事業體，以「時髦+設計+速度+便利」為特色，秉持著商圈共榮的經營理念，並引進日本車站內商圈一次購足的概念，打造符合現代人需求的創新型態商場。
CITYLINK內湖店為上質生活日常的好感覺Fresh Sense
上質男女相當重視生活細節，使用東西時會嚴選產品的品質，而不是只衡量價格，日常生活舉凡像是衣物、鞋履、文具，到選擇美味的餐飲等等，這些看似平凡不過的日常，卻是實實在在品味的象徵。上質的物品就像益友，能讓自己變得更好。
嚴選好物，過濾生活雜質，為每個日常營造好感覺。總能不斷帶給自己驚喜與幸福感，找到日常生活的好感覺。",一樓服務台旁,放置於一樓服務台右側,25.083992,121.594264,X,10:00,22:00,10:00,22:00,10:00,22:00,,02-7709-6100#9
臺中市立圖書館李科永紀念圖書分館,台中市,南屯區,龍富路五段1號,休閒場所,圖書館,,,臺中市立圖書館李科永紀念圖書分館,1樓館內電梯旁牆面,24.152065,120.626466,X,08:30,21:00,08:30,21:00,08:30,17:30,,04-2252-5966
新北市康橋國際學校林口校區,新北市,林口區,興林路55號,學校、集會場所或特殊機構,國中,,,宿舍2樓樓梯口,宿舍2樓樓梯口,25.074191,121.389924,X,08:00,21:00,,,,,,02-85128228
新北市八里區公所慈恩納骨塔,新北市,八里區,龍米路2段171巷1號,其他,其他場所,納骨塔,新北市八里區公所慈恩納骨塔,入大廳左側樓梯間,入大廳左側樓梯間,25.155484,121.436034,X,08:00,16:00,08:00,16:00,08:00,16:00,星期一不開放,02-26105542
新北市蘆洲區水湳老人活動中心,新北市,蘆洲區,民族路426巷17號,其他,其他場所,老人活動中心,地上4層樓的多功能活動中心。,2樓閱覽室左側壁上,設於2樓閱覽室左側壁上。,25.092897,121.472915,X,08:00,16:30,,,,,中午11時30分至12時50分不開放,02-2285-9885
新北市淡水區竹圍市民活動中心,新北市,淡水區,民生里民生路16巷2號2樓,其他,其他場所,市民活動中心,,市民活動中心2樓交誼廳,市民活動中心2樓交誼廳,25.13745,121.461039,X,08:00,17:00,08:00,17:00,,,週日、週一及國定例假日閉館休息,02-8809-2665
南寶樹脂化學工廠股份有限公司,台南市,西港區,南海埔12號,其他,其他場所,化學廠,AED主機設備裝設在警衛室內,警衛室,AED主機設備裝設在警衛室內,23.115226,120.194012,X,08:00,17:00,08:00,17:00,08:00,17:00,,06-7952801
新北市新莊區中港國民小學,新北市,新莊區,中港一街142號,學校、集會場所或特殊機構,國小,,,一樓健康中心走廊,新北市新莊區中港國小一樓健康中心走廊,25.045258,121.447694,X,07:00,18:00,08:00,16:00,08:00,16:00,,29925550
牡丹鄉石門村長老教會,屏東縣,牡丹鄉,石門村石門路7鄰115號,其他,其他場所,長老教會,,石門村長老教會門口,石門村石門路7鄰115號,22.125795,120.773249,X,,,,,,,24小時,0970492333傳道：郭小姐
德爾芙快捷酒店,嘉義市,西區,仁愛路361號5樓,旅宿場所,旅館,,由仁愛路入口進入，搭電梯上5樓，抵達德爾芙快捷酒店大廳,德爾芙快捷酒店5樓,抵達五樓大廳後，前往右前方，AED位於大廳角落，可詢問現場服務人員,23.475365,120.442117,X,00:00,23:59,00:00,23:59,00:00,23:59,,24小時 05-2161899
桃園市立圖書館內壢分館,桃園市,中壢區,光華三街10號2、3樓,休閒場所,圖書館,圖書館,桃園市立圖書館內壢分館,內壢分館2樓入口,2樓入口警衛位子旁,24.977515,121.257977,X,,,,,,,"周二至周六：早上8:30至晚上9:00
周日、周一早上8:30至晚上17:00
國定假日、每個月最後一個星期四休館",03-4556186
新竹物流股份有限公司新豐廠區,新竹縣,新豐鄉,松林村德昌街228號,其他,其他場所,倉儲運輸業,,新竹物流股份有限公司新豐廠區,大門，警衛室旁,24.867418,120.981145,,06:00,06:00,06:00,06:00,06:00,06:00,24hrs，警衛看管。,03-5596111#2501
新北市政府環境保護局中和區清潔隊資源回收場,新北市,中和區,圓通路435號之1,其他,其他場所,資收場,,辦公室內,進入資收場上樓梯後即到辦公室。,24.986547,121.486561,X,08:00,17:00,08:00,17:00,00:00,00:00,,933130344
美麗新淡海影城,新北市,淡水區,義山路二段303號2樓,休閒場所,電影片映演場所(戲院、電影院),,淡海新市鎮電影院(美麗新淡海影城),2樓入口大門旁,2樓入口大門旁,25.199055,121.438962,X,08:00,04:00,08:00,04:00,08:00,04:00,,02-7705-0899
菁桐礦業生活館,新北市,平溪區,菁桐街115-117號,其他,其他場所,,位於平溪區菁桐老街末端，鄰近臺鐵平溪支線菁桐車站。,菁桐礦業生活館展示館1樓,位於菁桐礦業生活館展示場館1樓入口處,25.023938,121.724358,X,09:30,17:00,09:30,17:00,09:00,17:00,每週一、國定假日、選舉投票日及天災停班日休館,02-24952749
台灣美光晶圓科技股份有限公司,桃園市,龜山區,桃園市龜山區復興三路667號,其他,其他場所,美光公司,,Star 1F警衛室,Star 1F警衛室大廳,25.038396,121.373699,X,00:00,23:59,00:00,23:59,00:00,23:59,,03-3272988轉3119
